,i68,i95,i99,sigma2,sigma3,peak_factor,si68,si95,start_time,noise_class,classification_reason
2024-03-19 00:28:00,6.448100958238851,14.844742265614823,49.44993300777169,2.302188250735658,7.668914200946039,3.331141229869216,1.0001460315666264,0.9567406591526193,2024-03-19T00:28:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:29:00,6.173121224451789,13.833827276032359,38.97274517167881,2.240977744165536,6.313296589301927,2.8172062867374814,1.0155165194929507,0.9761931149319723,2024-03-19T00:29:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:30:00,5.882758579788627,12.246890171250275,20.167945533481358,2.0818277692589446,3.42831432905853,1.6467809583877757,0.983409715248958,1.0237300966595049,2024-03-19T00:30:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 00:31:00,5.789287494486906,11.552643007545342,21.843974628063627,1.9955206955168203,3.7731715083877724,1.8908205346427427,0.990356142712235,1.0128568156438715,2024-03-19T00:31:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 00:32:00,6.371631026229828,15.929487068563127,105.08311579037488,2.500064269727307,16.492341655972165,6.5967670734205,1.0131724246636322,0.9088821210346116,2024-03-19T00:32:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:33:00,6.1810063014255325,14.483572867780424,59.19626892646908,2.3432386510332566,9.577124830436846,4.08713163988388,1.0010447277602856,1.007757401380089,2024-03-19T00:33:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:34:00,6.643565952794612,28.812727668528876,113.24959574530078,4.336937101739589,17.0465073350649,3.9305405947038925,1.00523456778712,0.880771862735769,2024-03-19T00:34:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:35:00,7.075962830507075,15.509740753814947,41.1340591077028,2.1918912132984585,5.813210172664949,2.6521435632368653,0.992643975547685,1.0320442046213534,2024-03-19T00:35:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:36:00,6.128206573321732,13.951381606493197,47.50139855978496,2.2765847462173574,7.751272414114675,3.4047809671894465,1.0253571676414601,0.9997947948417905,2024-03-19T00:36:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:37:00,6.815594154537217,17.846242864845024,52.76015536272105,2.618442715366874,7.741094050853663,2.956373269280801,1.0103361565671856,0.9807655731945714,2024-03-19T00:37:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:38:00,5.922973459697888,11.925011688296031,19.215829515283936,2.0133488305220753,3.244287627833483,1.6113887363434267,1.0108117714667306,1.003780041587213,2024-03-19T00:38:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 00:39:00,5.888789564935472,14.31022516283099,222.3875802076723,2.4300792217199563,37.764565664201854,15.540466881352508,1.0168969411814386,0.9304514753436397,2024-03-19T00:39:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:40:00,5.560359991298671,11.831074547287482,24.97544393169263,2.1277533407552323,4.491695496474392,2.111003851076128,0.979105366949596,1.0125361373659063,2024-03-19T00:40:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:41:00,7.4187225515798865,17.183027344024012,34.22178020856494,2.3161706378094333,4.612893927577476,1.991603663510827,1.0203676821066012,1.01419474123432,2024-03-19T00:41:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 00:42:00,5.753003704542534,12.102662867627226,29.924214480806654,2.103711989281537,5.201494039918432,2.472531442716574,0.9898209227262655,0.9813661175621117,2024-03-19T00:42:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:43:00,8.289844640204189,81.37623469921304,227.01796486011597,9.81637632924429,27.385068685017508,2.7897329693273627,0.9725960279411849,0.9717067315023225,2024-03-19T00:43:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:44:00,59.88018506846434,128.11726213884236,189.1205177540948,2.139560223341975,3.1583155185285885,1.4761517269167241,0.9881226578454022,0.998072919219872,2024-03-19T00:44:00.000000Z,NC2,Near-Gaussian
2024-03-19 00:45:00,32.13275876397245,70.58760439877986,112.11722627590154,2.1967489600651207,3.489187688472253,1.5883415683368842,0.9673721556334949,1.0736560436064015,2024-03-19T00:45:00.000000Z,NC2,Near-Gaussian
2024-03-19 00:46:00,18.779704198548572,42.66485439706484,68.21877296251444,2.2718597665857954,3.6325797382786713,1.5989454066250743,1.0050112163050466,1.0341486624160583,2024-03-19T00:46:00.000000Z,NC2,Near-Gaussian
2024-03-19 00:47:00,9.753611216735262,23.325210298546928,163.4884203038571,2.3914435156617166,16.76183483952522,7.009086658225835,0.9325044951077526,0.9748151156857988,2024-03-19T00:47:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:48:00,6.760351676645829,14.769263861681306,58.96213401668529,2.1846886919659667,8.721755440678427,3.9922188789423623,0.9892834687431611,1.0339612726829517,2024-03-19T00:48:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:49:00,6.812089189471703,15.40863561705702,108.26672088597687,2.261954473654213,15.89332110526481,7.026366485435479,1.0047878961881151,1.0549697494668437,2024-03-19T00:49:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:50:00,7.206789402163565,16.856896850599732,28.11119488170319,2.339030032643813,3.900654412527147,1.6676375925443867,1.0324353130624413,1.0698873356619891,2024-03-19T00:50:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 00:51:00,7.7658666282040745,17.327997184125408,60.384926595443545,2.2313024435925266,7.775684219986159,3.4848185831172467,0.9839167354844853,1.0304761283157517,2024-03-19T00:51:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:52:00,6.665292431030669,14.559008116335942,41.88466170021667,2.1843014791902613,6.283994608431599,2.876889782980474,1.0141666683098411,0.944627946447111,2024-03-19T00:52:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:53:00,6.77253174308233,16.0972919451551,61.910996269107386,2.3768499810425197,9.141484841668726,3.8460504089783325,0.9871501060873449,1.0403871549211148,2024-03-19T00:53:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:54:00,6.2861896538508315,13.865109093977136,34.637146700473366,2.205646004568692,5.510038450598628,2.4981517610647144,1.0010730536976518,1.0108071020193046,2024-03-19T00:54:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:55:00,13.080855017605387,55.89878734290852,146.283859364181,4.27332825474137,11.183050279763753,2.616941553075373,1.0230619290332637,1.0138626888793385,2024-03-19T00:55:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:56:00,6.365810801137886,14.337233039819356,51.411833037141164,2.2522241844285698,8.076242703906832,3.5858964483839437,0.9950198451235596,1.0006814341232755,2024-03-19T00:56:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:57:00,6.046524955812903,13.028476195158431,41.39248563948105,2.154704775117705,6.845665227874047,3.177078041932724,0.9798062995726006,1.0124455824337666,2024-03-19T00:57:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:58:00,7.79834245595776,19.084618920874533,58.69714674156487,2.4472660733556664,7.526874726657017,3.0756258212398793,1.00124660914824,1.06160375500714,2024-03-19T00:58:00.000000Z,NC4,Strong Kurtosis
2024-03-19 00:59:00,7.967235836120812,17.62485411658335,46.203956294253786,2.2121667387675523,5.799245465382151,2.621522764876684,0.9871600653671476,1.0139404770269393,2024-03-19T00:59:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:00:00,5.9426109379325585,12.765712008685405,57.214661716634616,2.148165535657061,9.627865985879207,4.481901336776788,0.9830753406176231,0.9918666557363286,2024-03-19T01:00:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:01:00,7.295647972477058,16.513743438179425,67.22533991935704,2.263506065599351,9.214444031971615,4.070872250802533,1.0007721270368541,1.0116334646034162,2024-03-19T01:01:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:02:00,6.345634479807698,13.842269147479916,43.5117209776445,2.1813845710034343,6.85695356644039,3.1433950975852913,1.0029338067569888,0.9943888815862234,2024-03-19T01:02:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:03:00,6.345812668659175,13.142964112339419,25.109717818138996,2.0711238731092947,3.9568955355633753,1.9105064583235418,1.0094925979798106,1.0202763611085572,2024-03-19T01:03:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:04:00,7.769428651622185,23.647169095856864,149.73565511696518,3.043617511169184,19.2724152355401,6.332075290280723,0.9698589578112994,1.0552936140231854,2024-03-19T01:04:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:05:00,9.205274164587884,27.03127143453084,154.8461128511048,2.936498245594733,16.821455839608575,5.72840656889332,1.0163347706576313,1.0611890467148624,2024-03-19T01:05:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:06:00,6.671508671626108,15.765800651001562,182.17381622634997,2.363153737332821,27.306239891605667,11.55499934694258,0.9989673761839193,1.0211204618784044,2024-03-19T01:06:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:07:00,7.278428888447055,30.358933791189422,230.19502580198363,4.171083383033077,31.627021343489233,7.582447637498698,1.0072657626664552,1.0047532383985316,2024-03-19T01:07:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:08:00,6.5435426443961475,17.994107647872216,77.86602129981564,2.7499030151935004,11.899673545567806,4.32730662856867,1.0001781934332719,1.0196561180853756,2024-03-19T01:08:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:09:00,5.8652647544588685,12.747705049075332,92.59494401403035,2.173423636057404,15.787001591639692,7.263655980238327,1.0282984242001985,0.9964296618792567,2024-03-19T01:09:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:10:00,5.973518957627116,13.435584427519087,74.60831070057912,2.2491908911353247,12.489842457989967,5.5530379867782,0.9809390251528691,1.0112108256047019,2024-03-19T01:10:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:11:00,5.911565299371107,12.925726668906439,30.20468552639008,2.1865150792263974,5.1094226311943745,2.336788197684015,1.0015481970942883,1.009152269583604,2024-03-19T01:11:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:12:00,5.609758225148445,11.299364939194561,17.829268075242624,2.014233855665956,3.1782596253996003,1.5779000121854216,0.9960462831142309,0.9474103363401135,2024-03-19T01:12:00.000000Z,NC2,Near-Gaussian
2024-03-19 01:13:00,5.934671923314912,12.759278533247336,45.89754856988078,2.1499551614843813,7.733797110092637,3.5971899547677246,0.99452138747202,0.9526576466695207,2024-03-19T01:13:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:14:00,6.258342139645597,14.807572820726048,57.387505069968384,2.3660535794172133,9.169761542186661,3.875551095696354,1.0044153221947423,1.0143472944499714,2024-03-19T01:14:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:15:00,5.750702398004032,12.540451746239857,33.27335017609119,2.180681746040697,5.785962804759257,2.653281624090449,0.9977097624649832,0.9667759211625381,2024-03-19T01:15:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:16:00,5.897065190386815,13.480634539824063,47.430156111243036,2.285990421438737,8.043010307663206,3.518391954853933,0.99739812747248,1.0325852813038932,2024-03-19T01:16:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:17:00,5.596465557039519,11.682237883698782,19.363170642815312,2.0874313912294644,3.4598927565022413,1.6574881316048518,1.016755158357099,0.953202873010813,2024-03-19T01:17:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:18:00,6.097193445987127,13.558136188282226,94.38310178442572,2.2236683661735426,15.479761733087875,6.961362570321236,1.007630406921443,0.9142275533487801,2024-03-19T01:18:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:19:00,6.329021263753916,14.356013949677184,38.28944866193268,2.268283412459613,6.049821459949111,2.667136490403987,1.0165907061507455,0.9952440758794696,2024-03-19T01:19:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:20:00,6.418421037870784,14.854858941856058,65.45590014038422,2.314410172565422,10.198131246637294,4.406362954814147,0.9891104825407537,0.9550864999270138,2024-03-19T01:20:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:21:00,5.562961645011793,12.078027810954724,130.4876076043718,2.1711506534985503,23.45649960059992,10.803718094275295,0.999917812231047,0.982077024033092,2024-03-19T01:21:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:22:00,5.672832257554299,11.689302756534723,21.07695066470108,2.0605761330186545,3.7154193368988992,1.8030973364017233,0.9869516607850427,0.9868324366320333,2024-03-19T01:22:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:23:00,5.9292562548801175,13.419536162724263,40.012729870607146,2.2632747828497406,6.748355636961107,2.981677562131497,0.9885288170714015,0.9420950177967857,2024-03-19T01:23:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:24:00,6.198881208716488,13.711784788324943,42.80040642802753,2.2119773434348557,6.904537284541639,3.1214321905395153,1.0044671697508405,0.9786044728854589,2024-03-19T01:24:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:25:00,5.6634124676164594,12.56813674706169,56.12884275548001,2.2191808947214464,9.910781366610008,4.465963721201744,1.0057905589574732,0.9919642526892861,2024-03-19T01:25:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:26:00,5.835234357747316,12.2949607947682,38.371590884176015,2.107020907985374,6.57584400757287,3.1209201497010097,1.0283309954855593,0.9654007124046441,2024-03-19T01:26:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:27:00,7.106372599033758,18.982343896022186,81.91382292476013,2.6711720545870596,11.526812277743193,4.315263877498576,1.0067944744020987,0.9846584352162658,2024-03-19T01:27:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:28:00,6.259345316186659,12.944934894622225,24.796450233563498,2.068097259492401,3.9615085893152293,1.9155330200899505,0.9837329713803282,0.9778126168102612,2024-03-19T01:28:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:29:00,7.185634987752669,24.222139040411907,79.29951376249261,3.370911420034078,11.035839407046446,3.2738443797300607,0.981656430433347,0.996742734727419,2024-03-19T01:29:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:30:00,6.2382396325331655,13.157482642940298,64.3403487194031,2.1091659535363876,10.31386296606185,4.890019653867845,1.0167710978737698,1.0005503502320203,2024-03-19T01:30:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:31:00,5.683459533625998,12.24047947397761,61.35503755926241,2.15370223040337,10.795368066977057,5.012470115218841,1.022882693723989,0.9647103846481406,2024-03-19T01:31:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:32:00,5.999730765110752,13.513189635960526,162.9107006706343,2.252299338920599,27.153001867680814,12.055680787392022,1.011238195434797,1.0112667700640372,2024-03-19T01:32:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:33:00,5.525205040290788,12.272008406899797,63.8769060669747,2.2210955643112076,11.561001917788175,5.205089823036679,1.004858027497709,1.0353130492844087,2024-03-19T01:33:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:34:00,5.594876640885907,12.699879009248107,69.18166668789101,2.2699122472943705,12.365181777615852,5.4474272264729935,1.0120389619331527,1.0642538022804944,2024-03-19T01:34:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:35:00,5.729756852276773,14.451608462853134,64.03922257851895,2.522202745324289,11.176603864625138,4.431286852472329,1.0125936380836424,0.8857047521272154,2024-03-19T01:35:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:36:00,5.60510414252969,11.415237354908735,19.20847333718431,2.0365789938305805,3.4269610071000676,1.6827046814689628,1.0157548347367154,0.9693865454652789,2024-03-19T01:36:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:37:00,5.922091363834028,14.018472476959948,42.38788899529801,2.367148970812945,7.157587816722844,3.0237166756195872,0.9967811249147144,0.9508456328021582,2024-03-19T01:37:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:38:00,5.7951418602379805,12.57871719389577,33.785259938653944,2.17056242923089,5.82992802479326,2.6859066324385874,0.9878777391884163,1.010847375497512,2024-03-19T01:38:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:39:00,6.592685820095026,17.666801169030762,51.23460532357002,2.679757787817062,7.771431359189438,2.9000499203773438,0.9923063142331925,1.001297781861976,2024-03-19T01:39:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:40:00,6.246248382356475,15.101082018474258,112.32723545861481,2.4176243232865464,17.983152219162626,7.438356756237512,0.9907115730083929,0.9783747716619654,2024-03-19T01:40:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:41:00,6.103666702560373,13.40958419276961,35.53486171507718,2.196971893492242,5.8218876368480235,2.6499599990756924,1.0007680530292773,0.9967648030594206,2024-03-19T01:41:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:42:00,6.667066346957792,25.660167418847294,116.1981717006686,3.8487943697389673,17.428680870063676,4.528348151591618,0.9732861809693494,1.0047173935708895,2024-03-19T01:42:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:43:00,5.793395314741462,12.05864678880322,27.422605775802417,2.0814472573828415,4.733425614168742,2.2741030777404516,0.992893763222532,0.9947681663467217,2024-03-19T01:43:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:44:00,5.72797584676365,12.251739055397472,23.160604478451493,2.138929943693774,4.0434186697098955,1.8903932228501183,0.9746236911386774,1.0155338854241691,2024-03-19T01:44:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:45:00,5.983895572141016,13.361453678117176,34.664437878221044,2.23290221512614,5.792955017398179,2.5943612658698205,0.9901850529074053,1.0028495360835439,2024-03-19T01:45:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:46:00,6.166584199215865,18.413812133398967,78.7972227129545,2.986063522126308,12.778098890302065,4.279245500177126,0.975217419919376,0.9757923841615105,2024-03-19T01:46:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:47:00,5.730483430688334,12.834714166714074,52.39592954184667,2.239726250316091,9.143369870201854,4.082360453163173,0.9925406649030277,0.9382425390313232,2024-03-19T01:47:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:48:00,5.663222546306521,12.323502693465048,28.179361922132227,2.1760583471158617,4.975852827911634,2.2866357579550236,0.9921884400440059,1.021343539301344,2024-03-19T01:48:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:49:00,6.36481556056936,15.910789258637617,78.6049275115579,2.499803663943772,12.349914426196877,4.940353758308063,0.9802887424832849,1.0540814155199643,2024-03-19T01:49:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:50:00,6.3113863546312,17.239706351602802,66.38043346325304,2.7315244833573793,10.51756773130266,3.850438755128886,0.9705013690279474,1.022732185870815,2024-03-19T01:50:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:51:00,6.080915709239458,14.424651326883549,45.05688507552368,2.372118282278845,7.4095559336669305,3.123603063565921,0.9991414307132375,0.954384894683738,2024-03-19T01:51:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:52:00,6.552508748130114,23.5264775954291,117.09911658341895,3.5904534430637485,17.87088290676994,4.977333139159338,1.08337923075263,1.0491776448619192,2024-03-19T01:52:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:53:00,6.2845895992226755,14.327750344296518,40.05057965112645,2.279822750250658,6.372823399014027,2.7953152929601037,0.9844567989167995,0.9919431909888438,2024-03-19T01:53:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:54:00,6.223939975805733,15.42660022964353,65.0734361849732,2.47859077844761,10.455344434222148,4.21826165300693,1.01723620994918,0.9642962737026446,2024-03-19T01:54:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:55:00,5.839948895101208,12.438943860281995,24.72001664470671,2.1299747795252624,4.2329166040207795,1.9873083215399525,1.0186376556043801,0.990757288826974,2024-03-19T01:55:00.000000Z,NC3,Moderate Kurtosis
2024-03-19 01:56:00,5.826494311964508,13.49344464465269,61.40142627528249,2.315877081857672,10.538313947925213,4.550463420740769,1.0249475741796046,0.9937614226595552,2024-03-19T01:56:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:57:00,6.529718084772474,17.938583733279906,62.9761976195105,2.747221779009617,9.644550775687108,3.5106560560116127,0.9739647336701953,1.030657651928939,2024-03-19T01:57:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:58:00,6.111887779504306,13.29176649773881,59.62840314991139,2.1747399457024743,9.756135142053843,4.486115758959154,0.9957986858317237,0.9721404447875802,2024-03-19T01:58:00.000000Z,NC4,Strong Kurtosis
2024-03-19 01:59:00,6.695249469586041,16.09969760825593,149.60972037381475,2.4046449174733073,22.345652847356103,9.292703752217982,1.0151501515018506,0.93769360769263,2024-03-19T01:59:00.000000Z,NC4,Strong Kurtosis
2024-03-19 02:00:00,6.85799918837691,25.80085728321227,235.16881284089226,3.7621551963639974,34.291169535199366,9.114767399372752,0.9861915716996544,0.9679771564525784,2024-03-19T02:00:00.000000Z,NC4,Strong Kurtosis
2024-03-19 02:01:00,6.013245881043197,14.602538285866498,76.51805311109129,2.428395341674138,12.724916729634328,5.240051531667722,0.9881360505846629,1.0550869463881745,2024-03-19T02:01:00.000000Z,NC4,Strong Kurtosis
2024-03-19 02:02:00,7.444746477952117,25.253187257449138,136.63886608713776,3.3920815614389763,18.35372990763334,5.410757251912123,1.0171858472828972,0.9137460831789118,2024-03-19T02:02:00.000000Z,NC4,Strong Kurtosis
