Datum,1m
2022-03-18,-6.45579991666667
2022-03-19,-7.1531485
2022-03-20,-7.65929816666667
2022-03-21,-8.13137945833333
2022-03-22,-8.45453291666667
2022-03-23,-8.47357816666667
2022-03-24,-8.38543416666667
2022-03-25,-8.27444716666667
2022-03-26,-8.153901125
2022-03-27,-8.2027015
2022-03-28,-8.09139920833333
2022-03-29,-7.65399370833333
2022-03-30,-6.76856804166667
2022-03-31,-6.483851625
2022-04-01,-6.44111391666667
2022-04-02,-6.51879341666667
2022-04-03,-6.63455908333333
2022-04-04,-6.865562875
2022-04-05,-7.077429125
2022-04-06,-6.74621508333334
2022-04-07,-6.513370125
2022-04-08,-6.29124283333333
2022-04-09,-6.30997479166667
2022-04-10,-7.17577391666667
2022-04-11,-7.77651341666667
2022-04-12,-7.455939625
2022-04-13,-6.570329625
2022-04-14,-5.96359975
2022-04-15,-5.207988625
2022-04-16,-4.90995979166667
2022-04-17,-5.69085183333333
2022-04-18,-6.53486016666667
2022-04-19,-6.78163925
2022-04-20,-6.63461475
2022-04-21,-6.6388095
2022-04-22,-6.30956504166667
2022-04-23,-5.754238625
2022-04-24,-5.29215608333333
2022-04-25,-5.14454020833333
2022-04-26,-5.04275195833333
2022-04-27,-5.18091454166667
2022-04-28,-5.43697783333333
2022-04-29,-5.85518316666667
2022-04-30,-5.71228766666667
2022-05-01,-5.37403508333333
2022-05-02,-5.04137416666667
2022-05-03,-4.79669145833334
2022-05-04,-4.58270425
2022-05-05,-4.20299275
2022-05-06,-3.83544070833333
2022-05-07,-3.35114316666667
2022-05-08,-3.00221675
2022-05-09,-2.65041945833333
2022-05-10,-2.56052725
2022-05-11,-2.61189654166667
2022-05-12,-2.5398325
2022-05-13,-2.17060725
2022-05-14,-1.840081625
2022-05-15,-1.59744383333333
2022-05-16,-1.389657125
2022-05-17,-1.17743008333333
2022-05-18,-1.02135941666667
2022-05-19,-0.744167833333333
2022-05-20,-0.319816541666667
2022-05-21,0.328126083333333
2022-05-22,0.981492333333333
2022-05-23,1.07166404166667
2022-05-24,0.83482
2022-05-25,0.462721458333333
2022-05-26,0.415168625
2022-05-27,0.595324208333333
2022-05-28,0.212817125
2022-05-29,-0.095737708333333
2022-05-30,-0.226408416666667
2022-05-31,-0.427826833333333
2022-06-01,-0.400651083333333
2022-06-02,-0.393318375
2022-06-03,-0.202900291666667
2022-06-04,0.297872041666667
2022-06-05,1.31154316666667
2022-06-06,1.055692125
2022-06-07,1.043085375
2022-06-08,0.36244125
2022-06-09,0.121071583333333
2022-06-10,-0.063203375
2022-06-11,-0.079701083333333
2022-06-12,-0.028234958333333
2022-06-13,0.501022166666667
2022-06-14,0.312391958333333
2022-06-15,0.965773375
2022-06-16,1.95991283333333
2022-06-17,1.9278245
2022-06-18,1.825467875
2022-06-19,2.47752725
2022-06-20,3.59223558333333
2022-06-21,3.95090841666667
2022-06-22,3.94287633333333
2022-06-23,3.47939808333333
2022-06-24,3.55720516666667
2022-06-25,2.64246941666667
2022-06-26,3.46403608333333
2022-06-27,4.01407616666667
2022-06-28,4.240483875
2022-06-29,4.16918066666667
2022-06-30,4.11485375
2022-07-01,3.78438325
2022-07-02,2.73821583333333
2022-07-03,3.15293029166667
2022-07-04,3.67360166666667
2022-07-05,3.53444141666667
2022-07-06,3.008707625
2022-07-07,2.45419416666667
2022-07-08,1.41082283333333
2022-07-09,1.126561
2022-07-10,1.37009258333333
2022-07-11,1.294128375
2022-07-12,1.23917795833333
2022-07-13,1.47710291666667
2022-07-14,2.61851229166667
2022-07-15,3.39073804166667
2022-07-16,3.27336125
2022-07-17,3.02080316666667
2022-07-18,2.9097845
2022-07-19,3.195282875
2022-07-20,4.033727625
2022-07-21,4.93168783333333
2022-07-22,5.21473885714286
